timestamp,open,high,low,close,volume
2025-07-21 01:03:00,117334.22,117431.47,117334.22,117395.13,7.26608
2025-07-21 01:04:00,117395.12,117395.12,117305.73,117305.73,8.36801
2025-07-21 01:05:00,117305.74,117389.13,117277.34,117373.52,7.87824
2025-07-21 01:06:00,117373.53,117389.82,117347.5,117347.51,12.76392
2025-07-21 01:07:00,117347.5,117441.62,117310.45,117441.62,15.16388
2025-07-21 01:08:00,117441.61,117441.61,117370.01,117370.02,3.66474
2025-07-21 01:09:00,117370.01,117385.99,117311.7,117311.7,5.40448
2025-07-21 01:10:00,117311.7,117311.7,117188.0,117198.0,9.44467
2025-07-21 01:11:00,117198.0,117227.77,117198.0,117202.61,4.86939
2025-07-21 01:12:00,117202.61,117239.36,117147.13,117239.36,10.02377
2025-07-21 01:13:00,117239.35,117256.85,117200.22,117209.99,7.46989
2025-07-21 01:14:00,117209.98,117232.9,117163.12,117163.13,4.44204
2025-07-21 01:15:00,117163.13,117248.46,117163.13,117241.6,6.99905
2025-07-21 01:16:00,117241.6,117241.6,117189.25,117189.25,2.1842
2025-07-21 01:17:00,117189.26,117253.48,117189.25,117244.39,3.39356
2025-07-21 01:18:00,117244.4,117244.4,117174.0,117205.92,2.22993
2025-07-21 01:19:00,117205.93,117229.37,117152.48,117152.48,8.888
2025-07-21 01:20:00,117152.48,117176.64,117111.01,117120.53,6.92767
2025-07-21 01:21:00,117120.53,117139.56,117070.0,117070.01,23.73052
2025-07-21 01:22:00,117070.01,117135.71,117070.0,117106.84,8.33424
2025-07-21 01:23:00,117106.73,117158.66,117090.75,117131.32,10.35958
2025-07-21 01:24:00,117131.33,117175.0,117131.32,117131.62,2.74989
2025-07-21 01:25:00,117131.63,117175.29,117085.71,117085.72,2.58342
2025-07-21 01:26:00,117085.71,117105.93,117066.0,117066.01,6.8527
2025-07-21 01:27:00,117066.01,117121.86,117040.96,117111.75,5.54667
2025-07-21 01:28:00,117111.75,117169.99,117100.0,117169.99,4.34095
2025-07-21 01:29:00,117169.99,117169.99,117130.9,117130.91,4.00012
2025-07-21 01:30:00,117130.91,117163.07,117100.0,117163.06,2.44092
2025-07-21 01:31:00,117163.07,117219.02,117151.84,117151.85,5.43953
2025-07-21 01:32:00,117151.85,117206.21,117151.84,117206.21,3.4888
2025-07-21 01:33:00,117206.2,117222.35,117093.35,117093.36,3.35583
2025-07-21 01:34:00,117093.36,117146.74,116980.0,116982.83,12.80702
2025-07-21 01:35:00,116982.82,117010.27,116906.86,116966.47,14.54161
2025-07-21 01:36:00,116966.47,116966.47,116828.0,116835.22,13.59952
2025-07-21 01:37:00,116835.22,116856.58,116803.99,116856.58,7.19195
2025-07-21 01:38:00,116856.58,116862.9,116809.78,116809.78,8.17019
2025-07-21 01:39:00,116809.78,116846.96,116775.95,116813.1,16.57993
2025-07-21 01:40:00,116813.1,116922.9,116800.95,116874.61,5.13719
2025-07-21 01:41:00,116874.6,116939.95,116865.52,116939.95,4.58725
2025-07-21 01:42:00,116939.94,116939.95,116905.76,116905.77,3.42985
2025-07-21 01:43:00,116905.76,116939.94,116880.0,116939.94,3.12269
2025-07-21 01:44:00,116939.93,116966.35,116920.19,116966.34,4.9079
2025-07-21 01:45:00,116966.35,116972.72,116966.34,116972.71,1.59929
2025-07-21 01:46:00,116972.71,116999.18,116940.0,116987.49,9.22604
2025-07-21 01:47:00,116987.49,117015.95,116946.14,116986.57,3.82671
2025-07-21 01:48:00,116986.57,116987.67,116922.91,116922.91,4.6029
2025-07-21 01:49:00,116922.91,117074.0,116922.91,117074.0,5.32454
2025-07-21 01:50:00,117074.0,117074.0,117031.04,117074.0,9.39688
2025-07-21 01:51:00,117074.0,117089.89,117041.5,117055.41,6.99057
2025-07-21 01:52:00,117055.42,117132.01,117055.42,117132.01,7.63365
2025-07-21 01:53:00,117132.01,117169.6,117102.98,117169.6,3.98538
2025-07-21 01:54:00,117169.59,117169.6,117129.9,117147.27,3.11851
2025-07-21 01:55:00,117147.27,117196.33,117147.26,117196.33,3.33282
2025-07-21 01:56:00,117196.33,117237.49,117196.32,117237.48,3.18351
2025-07-21 01:57:00,117237.48,117300.0,117237.48,117279.77,11.23764
2025-07-21 01:58:00,117279.76,117305.86,117268.6,117305.86,3.95409
2025-07-21 01:59:00,117305.85,117316.2,117305.85,117305.86,5.47325
2025-07-21 02:00:00,117305.86,117348.0,117305.86,117341.46,8.34135
2025-07-21 02:01:00,117341.47,117377.86,117341.46,117377.85,5.80991
2025-07-21 02:02:00,117377.85,117479.14,117377.85,117479.13,11.1519
2025-07-21 02:03:00,117479.13,117505.71,117450.67,117505.71,17.86581
2025-07-21 02:04:00,117505.71,117528.62,117503.39,117528.61,8.62166
2025-07-21 02:05:00,117528.61,117528.62,117476.21,117510.0,7.7533
2025-07-21 02:06:00,117509.99,117530.14,117509.4,117530.1,14.76209
2025-07-21 02:07:00,117530.11,117550.0,117530.1,117550.0,8.03082
2025-07-21 02:08:00,117550.0,117604.58,117546.72,117604.58,40.15039
2025-07-21 02:09:00,117604.57,117800.0,117604.57,117800.0,32.55405
2025-07-21 02:10:00,117800.0,117884.29,117789.04,117884.28,23.35127
2025-07-21 02:11:00,117884.28,117924.83,117884.28,117924.82,18.71079
2025-07-21 02:12:00,117924.82,117924.83,117841.51,117918.6,21.15658
2025-07-21 02:13:00,117918.59,117991.59,117918.59,117982.31,9.58787
2025-07-21 02:14:00,117982.3,117982.3,117895.63,117905.85,10.45776
2025-07-21 02:15:00,117905.84,117931.67,117829.72,117844.0,16.11823
2025-07-21 02:16:00,117844.0,117844.0,117770.14,117770.14,24.84644
2025-07-21 02:17:00,117770.14,117791.77,117721.85,117734.03,6.79454
2025-07-21 02:18:00,117734.03,117734.03,117686.27,117714.93,7.78777
2025-07-21 02:19:00,117714.94,117714.94,117687.28,117699.44,10.32323
2025-07-21 02:20:00,117699.44,117743.21,117697.6,117724.35,10.95999
2025-07-21 02:21:00,117724.36,117749.27,117724.36,117733.61,4.30753
2025-07-21 02:22:00,117733.61,117789.88,117709.32,117783.14,6.18009
2025-07-21 02:23:00,117783.15,117783.15,117760.21,117760.21,4.08667
2025-07-21 02:24:00,117760.22,117852.22,117754.44,117814.24,15.9682
2025-07-21 02:25:00,117814.18,117877.53,117814.18,117862.64,7.13929
2025-07-21 02:26:00,117862.65,117943.45,117828.3,117943.44,17.24147
2025-07-21 02:27:00,117943.44,117998.0,117924.69,117971.19,21.72447
2025-07-21 02:28:00,117971.19,118083.41,117971.18,117985.14,37.65282
2025-07-21 02:29:00,117985.15,118040.0,117985.14,118039.99,2.3264
2025-07-21 02:30:00,118039.99,118039.99,117952.0,117952.01,19.95532
2025-07-21 02:31:00,117952.01,117953.48,117895.63,117912.0,14.66068
2025-07-21 02:32:00,117911.99,117951.21,117911.99,117951.21,4.40973
2025-07-21 02:33:00,117951.21,117979.95,117951.2,117956.68,8.01292
2025-07-21 02:34:00,117956.68,117993.19,117950.0,117950.0,3.47357
2025-07-21 02:35:00,117950.0,117999.72,117950.0,117999.72,6.21927
2025-07-21 02:36:00,117999.72,117999.72,117918.44,117935.8,18.32609
2025-07-21 02:37:00,117935.8,117935.8,117833.71,117833.71,6.70527
2025-07-21 02:38:00,117833.71,117857.25,117825.4,117835.51,2.8952
2025-07-21 02:39:00,117835.51,117920.0,117835.51,117920.0,3.34086
2025-07-21 02:40:00,117920.0,117946.23,117900.14,117931.96,15.41311
2025-07-21 02:41:00,117931.96,117983.36,117931.96,117956.08,4.22904
2025-07-21 02:42:00,117956.09,117998.59,117914.53,117914.53,8.09571
2025-07-21 02:43:00,117914.53,117914.54,117833.25,117833.26,28.04804
2025-07-21 02:44:00,117833.26,117852.0,117833.25,117851.99,0.69012
2025-07-21 02:45:00,117851.99,117852.0,117783.79,117783.8,4.29881
2025-07-21 02:46:00,117783.8,117815.53,117783.79,117783.79,6.26424
2025-07-21 02:47:00,117783.79,117825.3,117783.79,117825.3,1.24853
2025-07-21 02:48:00,117825.29,117825.3,117818.92,117824.23,1.79442
2025-07-21 02:49:00,117824.22,117857.81,117812.52,117857.8,5.41138
2025-07-21 02:50:00,117857.8,117902.74,117857.8,117902.74,2.55415
2025-07-21 02:51:00,117902.73,118052.05,117902.73,118007.53,21.6764
2025-07-21 02:52:00,118007.53,118007.53,117977.03,117977.04,4.83584
2025-07-21 02:53:00,117977.03,117989.3,117940.54,117963.46,3.62852
2025-07-21 02:54:00,117963.47,117980.0,117919.54,117919.54,6.27819
2025-07-21 02:55:00,117919.55,117946.9,117917.82,117946.88,6.45606
2025-07-21 02:56:00,117946.88,117987.55,117946.88,117987.54,4.70917
2025-07-21 02:57:00,117987.55,118022.13,117976.41,118015.6,6.19781
2025-07-21 02:58:00,118015.6,118015.6,118001.5,118015.59,3.56391
2025-07-21 02:59:00,118015.59,118183.93,118015.58,118183.92,32.3772
2025-07-21 03:00:00,118183.92,118274.68,118131.75,118144.61,38.61879
2025-07-21 03:01:00,118144.6,118193.34,118144.6,118184.94,7.55394
2025-07-21 03:02:00,118184.95,118304.04,118184.94,118297.72,29.59049
2025-07-21 03:03:00,118297.73,118450.68,118297.72,118418.17,70.92741
2025-07-21 03:04:00,118418.17,118418.18,118340.0,118359.98,15.27293
2025-07-21 03:05:00,118359.99,118449.99,118354.0,118449.99,11.50065
2025-07-21 03:06:00,118449.99,118461.06,118414.68,118461.05,22.80232
2025-07-21 03:07:00,118461.06,118461.53,118421.1,118447.35,7.16509
2025-07-21 03:08:00,118447.35,118464.25,118437.05,118464.25,11.3865
2025-07-21 03:09:00,118464.25,118464.25,118428.7,118440.0,11.081
2025-07-21 03:10:00,118440.0,118518.44,118420.0,118518.43,45.02157
2025-07-21 03:11:00,118518.43,118518.44,118428.72,118428.72,17.32346
2025-07-21 03:12:00,118428.72,118428.73,118372.6,118372.61,7.81102
2025-07-21 03:13:00,118372.61,118400.0,118372.6,118400.0,9.0954
2025-07-21 03:14:00,118399.99,118430.55,118399.99,118430.54,3.06441
2025-07-21 03:15:00,118430.54,118440.0,118413.62,118413.63,9.68965
2025-07-21 03:16:00,118413.63,118464.7,118413.62,118464.7,5.04806
2025-07-21 03:17:00,118464.69,118492.78,118464.69,118492.77,8.22106
2025-07-21 03:18:00,118492.78,118539.63,118492.77,118520.0,14.08282
2025-07-21 03:19:00,118519.99,118520.0,118519.99,118519.99,1.34572
2025-07-21 03:20:00,118520.0,118524.53,118512.24,118520.0,24.91711
2025-07-21 03:21:00,118520.01,118520.01,118461.05,118461.05,8.35523
2025-07-21 03:22:00,118461.05,118461.06,118366.53,118380.43,12.90834
2025-07-21 03:23:00,118380.44,118400.0,118380.43,118392.72,2.17144
2025-07-21 03:24:00,118392.72,118392.73,118382.0,118382.0,7.76402
2025-07-21 03:25:00,118382.0,118432.18,118370.4,118420.67,10.34686
2025-07-21 03:26:00,118420.68,118435.02,118410.86,118435.02,1.85461
2025-07-21 03:27:00,118435.01,118435.02,118435.01,118435.02,1.80489
2025-07-21 03:28:00,118435.01,118435.01,118381.78,118435.0,18.72548
2025-07-21 03:29:00,118435.0,118488.19,118435.0,118488.18,5.57015
2025-07-21 03:30:00,118488.18,118524.32,118488.18,118524.32,10.30461
2025-07-21 03:31:00,118524.32,118547.81,118524.31,118547.81,7.31111
2025-07-21 03:32:00,118547.81,118580.0,118547.81,118579.99,5.28947
2025-07-21 03:33:00,118580.0,118585.19,118568.39,118585.18,6.65951
2025-07-21 03:34:00,118585.19,118585.19,118545.24,118585.17,41.74213
2025-07-21 03:35:00,118585.17,118614.7,118585.17,118614.7,13.62259
2025-07-21 03:36:00,118614.7,118614.7,118500.0,118511.92,47.97852
2025-07-21 03:37:00,118511.91,118511.92,118461.51,118482.8,15.76413
2025-07-21 03:38:00,118482.8,118482.8,118394.19,118405.15,10.77834
2025-07-21 03:39:00,118405.15,118427.62,118404.54,118427.62,4.15841
2025-07-21 03:40:00,118427.62,118427.62,118427.61,118427.62,1.56358
2025-07-21 03:41:00,118427.62,118427.62,118391.53,118391.54,16.36905
2025-07-21 03:42:00,118391.53,118423.85,118391.53,118402.93,7.06062
2025-07-21 03:43:00,118402.92,118423.85,118402.92,118423.85,9.90896
2025-07-21 03:44:00,118423.85,118428.08,118394.27,118428.08,7.60047
2025-07-21 03:45:00,118428.08,118428.08,118367.22,118367.23,9.70257
2025-07-21 03:46:00,118367.22,118388.09,118354.06,118354.07,10.39841
2025-07-21 03:47:00,118354.07,118380.33,118354.06,118380.33,7.095
2025-07-21 03:48:00,118380.32,118386.32,118380.32,118380.32,3.93005
2025-07-21 03:49:00,118380.32,118380.33,118380.32,118380.32,10.88882
2025-07-21 03:50:00,118380.32,118380.33,118303.24,118329.36,10.5629
2025-07-21 03:51:00,118329.37,118329.37,118309.95,118309.96,6.07784
2025-07-21 03:52:00,118309.96,118318.12,118309.95,118309.95,5.17748
2025-07-21 03:53:00,118309.95,118309.96,118263.0,118264.85,9.6769
2025-07-21 03:54:00,118264.85,118299.99,118252.5,118299.99,10.83656
2025-07-21 03:55:00,118299.99,118329.52,118299.98,118316.42,5.45147
2025-07-21 03:56:00,118316.42,118371.37,118302.35,118366.82,7.91877
2025-07-21 03:57:00,118366.82,118372.31,118366.82,118372.3,2.5635
2025-07-21 03:58:00,118372.31,118408.0,118372.31,118407.99,3.58902
2025-07-21 03:59:00,118407.99,118408.0,118404.0,118404.0,2.42782
2025-07-21 04:00:00,118404.01,118404.01,118404.0,118404.01,3.16801
2025-07-21 04:01:00,118404.0,118404.01,118402.9,118402.91,9.63532
2025-07-21 04:02:00,118402.9,118402.91,118309.93,118330.99,22.95205
2025-07-21 04:03:00,118331.0,118388.55,118331.0,118388.54,8.92611
2025-07-21 04:04:00,118388.54,118408.0,118388.54,118407.99,4.06522
2025-07-21 04:05:00,118408.0,118408.0,118376.28,118376.28,6.42126
2025-07-21 04:06:00,118376.28,118389.69,118339.52,118376.31,9.09681
2025-07-21 04:07:00,118376.32,118388.16,118333.43,118333.43,4.90857
2025-07-21 04:08:00,118333.43,118333.44,118298.12,118298.12,4.07301
2025-07-21 04:09:00,118298.12,118368.36,118297.32,118368.36,10.40599
2025-07-21 04:10:00,118368.36,118382.03,118357.01,118357.02,3.19136
2025-07-21 04:11:00,118357.01,118368.12,118336.11,118368.12,3.77188
2025-07-21 04:12:00,118368.11,118368.12,118345.43,118345.43,6.71748
2025-07-21 04:13:00,118345.43,118345.44,118311.57,118311.58,8.20592
2025-07-21 04:14:00,118311.57,118365.74,118294.7,118365.74,4.42854
2025-07-21 04:15:00,118365.74,118365.74,118320.0,118320.01,3.22789
2025-07-21 04:16:00,118320.0,118320.01,118300.0,118300.0,2.95037
2025-07-21 04:17:00,118300.0,118325.27,118282.25,118317.97,5.83556
2025-07-21 04:18:00,118317.97,118324.0,118302.43,118324.0,2.62893
2025-07-21 04:19:00,118324.0,118338.79,118323.99,118335.82,4.70099
2025-07-21 04:20:00,118335.82,118377.35,118335.81,118341.1,4.99094
2025-07-21 04:21:00,118341.1,118380.0,118341.09,118368.33,5.83271
2025-07-21 04:22:00,118368.33,118483.96,118368.32,118483.96,14.28222
2025-07-21 04:23:00,118483.95,118544.06,118483.95,118529.64,13.08283
2025-07-21 04:24:00,118529.63,118634.57,118529.63,118587.72,32.17277
2025-07-21 04:25:00,118587.72,118603.16,118496.0,118496.0,5.98128
2025-07-21 04:26:00,118496.01,118553.74,118496.0,118511.06,6.51152
2025-07-21 04:27:00,118511.06,118517.1,118496.01,118496.01,5.38332
2025-07-21 04:28:00,118496.02,118496.02,118421.12,118454.69,33.02435
2025-07-21 04:29:00,118454.7,118454.7,118447.69,118451.52,7.05705
2025-07-21 04:30:00,118451.52,118451.53,118451.01,118451.01,3.70149
2025-07-21 04:31:00,118451.02,118513.04,118444.0,118513.03,6.1038
2025-07-21 04:32:00,118513.03,118522.05,118513.03,118522.04,2.45168
2025-07-21 04:33:00,118522.05,118547.8,118522.04,118534.64,4.44983
2025-07-21 04:34:00,118534.65,118547.8,118534.64,118546.66,9.22629
2025-07-21 04:35:00,118546.66,118546.67,118522.05,118522.05,3.79041
2025-07-21 04:36:00,118522.05,118522.06,118522.05,118522.06,3.86897
2025-07-21 04:37:00,118522.06,118543.82,118520.0,118521.42,12.22437
2025-07-21 04:38:00,118521.42,118545.47,118521.41,118545.46,1.54031
2025-07-21 04:39:00,118545.47,118545.47,118520.0,118537.24,4.10926
2025-07-21 04:40:00,118537.24,118537.25,118537.24,118537.25,3.03677
2025-07-21 04:41:00,118537.25,118600.0,118537.24,118599.99,15.23881
2025-07-21 04:42:00,118600.0,118603.68,118594.26,118603.67,4.76974
2025-07-21 04:43:00,118603.67,118633.01,118603.67,118614.0,8.66002
2025-07-21 04:44:00,118614.0,118614.01,118580.0,118580.01,2.75689
2025-07-21 04:45:00,118580.0,118580.01,118540.92,118540.92,2.93405
2025-07-21 04:46:00,118540.92,118547.68,118540.92,118540.92,7.24703
2025-07-21 04:47:00,118540.93,118540.93,118519.08,118519.08,3.95796
2025-07-21 04:48:00,118519.08,118529.84,118519.08,118529.84,4.09807
2025-07-21 04:49:00,118529.84,118529.84,118492.82,118492.82,5.17816
2025-07-21 04:50:00,118492.83,118520.89,118492.82,118492.83,6.02329
2025-07-21 04:51:00,118492.82,118492.83,118468.0,118468.01,2.79028
2025-07-21 04:52:00,118468.0,118468.01,118404.84,118422.19,7.5211
2025-07-21 04:53:00,118422.19,118429.01,118422.19,118429.0,1.12069
2025-07-21 04:54:00,118429.01,118429.01,118408.17,118408.17,3.40041
2025-07-21 04:55:00,118408.17,118408.18,118390.71,118390.71,4.001
2025-07-21 04:56:00,118390.71,118390.72,118390.71,118390.71,1.63625
2025-07-21 04:57:00,118390.72,118390.72,118336.16,118336.17,4.01307
2025-07-21 04:58:00,118336.16,118336.17,118319.03,118319.04,6.45827
2025-07-21 04:59:00,118319.03,118331.62,118319.03,118331.61,1.743
2025-07-21 05:00:00,118331.62,118331.62,118316.67,118316.68,3.78737
2025-07-21 05:01:00,118316.67,118316.68,118316.67,118316.68,2.07055
2025-07-21 05:02:00,118316.68,118362.43,118316.67,118362.42,11.23311
2025-07-21 05:03:00,118362.42,118385.39,118341.44,118385.39,18.46622
2025-07-21 05:04:00,118385.39,118385.4,118340.57,118343.52,9.79051
2025-07-21 05:05:00,118343.53,118343.53,118300.0,118300.0,19.79123
2025-07-21 05:06:00,118300.0,118300.51,118260.0,118260.01,28.39363
2025-07-21 05:07:00,118260.0,118330.93,118260.0,118330.92,34.20282
2025-07-21 05:08:00,118330.92,118330.93,118292.01,118299.98,20.40131
2025-07-21 05:09:00,118299.98,118299.99,118280.0,118280.0,25.60516
2025-07-21 05:10:00,118280.0,118299.39,118280.0,118299.38,25.99195
2025-07-21 05:11:00,118299.38,118336.63,118299.38,118327.71,18.21646
2025-07-21 05:12:00,118327.71,118357.75,118315.93,118356.5,24.4617
2025-07-21 05:13:00,118356.49,118356.5,118328.24,118349.72,29.73247
2025-07-21 05:14:00,118349.72,118376.02,118349.72,118376.01,22.3753
2025-07-21 05:15:00,118376.01,118376.02,118345.43,118345.43,8.86402
2025-07-21 05:16:00,118345.43,118345.44,118308.35,118308.36,3.71836
2025-07-21 05:17:00,118308.35,118308.36,118296.53,118296.53,7.62184
2025-07-21 05:18:00,118296.53,118307.76,118296.53,118307.75,1.17817
2025-07-21 05:19:00,118307.75,118308.35,118307.75,118308.34,4.19891
2025-07-21 05:20:00,118308.35,118308.35,118308.34,118308.35,0.74289
2025-07-21 05:21:00,118308.34,118308.35,118308.34,118308.34,1.03445
2025-07-21 05:22:00,118308.34,118308.34,118243.44,118243.44,5.44159
2025-07-21 05:23:00,118243.44,118243.45,118193.4,118193.4,5.58192
2025-07-21 05:24:00,118193.4,118199.59,118193.4,118193.4,2.01303
2025-07-21 05:25:00,118193.4,118194.16,118188.95,118194.15,2.41647
2025-07-21 05:26:00,118194.15,118194.16,118194.15,118194.15,0.54183
2025-07-21 05:27:00,118194.15,118215.46,118194.15,118207.06,2.19433
2025-07-21 05:28:00,118207.06,118216.3,118207.06,118216.3,3.99397
2025-07-21 05:29:00,118216.29,118216.3,118216.29,118216.29,0.25984
2025-07-21 05:30:00,118216.29,118244.18,118216.29,118244.18,1.74992
2025-07-21 05:31:00,118244.17,118244.18,118233.56,118233.56,3.22487
2025-07-21 05:32:00,118233.57,118286.33,118233.56,118283.03,12.55682
2025-07-21 05:33:00,118283.02,118311.0,118283.02,118283.03,3.49601
2025-07-21 05:34:00,118283.03,118283.03,118239.57,118239.57,2.89783
2025-07-21 05:35:00,118239.58,118239.58,118239.57,118239.57,1.39425
2025-07-21 05:36:00,118239.57,118302.96,118239.57,118302.95,3.04092
2025-07-21 05:37:00,118302.95,118302.96,118302.95,118302.95,0.9357
2025-07-21 05:38:00,118302.95,118343.07,118302.95,118343.06,5.7862
2025-07-21 05:39:00,118343.07,118343.07,118313.8,118313.81,2.13637
2025-07-21 05:40:00,118313.8,118339.99,118313.8,118337.61,4.99073
2025-07-21 05:41:00,118337.62,118337.62,118320.0,118329.62,2.51022
2025-07-21 05:42:00,118329.63,118329.63,118329.62,118329.62,0.87661
2025-07-21 05:43:00,118329.62,118329.63,118329.62,118329.63,0.70918
2025-07-21 05:44:00,118329.63,118329.63,118329.62,118329.62,1.22969
2025-07-21 05:45:00,118329.63,118335.36,118329.62,118335.35,1.80649
2025-07-21 05:46:00,118335.34,118335.35,118310.0,118310.0,1.94969
2025-07-21 05:47:00,118310.01,118310.01,118310.0,118310.01,1.29994
2025-07-21 05:48:00,118310.01,118325.49,118310.0,118325.0,4.10861
2025-07-21 05:49:00,118325.0,118325.0,118317.0,118317.01,1.83341
2025-07-21 05:50:00,118317.0,118317.01,118287.61,118317.0,7.25436
2025-07-21 05:51:00,118317.01,118400.0,118317.0,118400.0,14.92532
2025-07-21 05:52:00,118399.99,118410.0,118367.85,118394.42,4.79015
2025-07-21 05:53:00,118394.42,118394.42,118360.42,118360.42,5.35627
2025-07-21 05:54:00,118360.43,118360.43,118352.27,118352.27,1.41932
2025-07-21 05:55:00,118352.28,118400.0,118352.27,118400.0,8.54009
2025-07-21 05:56:00,118400.0,118430.24,118399.99,118430.23,14.80498
2025-07-21 05:57:00,118430.23,118430.24,118423.98,118423.98,4.33974
2025-07-21 05:58:00,118423.99,118423.99,118400.24,118400.24,4.57056
2025-07-21 05:59:00,118400.24,118430.23,118400.24,118430.22,2.71202
2025-07-21 06:00:00,118430.22,118430.23,118430.22,118430.23,2.04847
2025-07-21 06:01:00,118430.23,118430.23,118374.3,118387.5,7.45745
2025-07-21 06:02:00,118387.5,118389.96,118342.91,118342.91,3.08896
2025-07-21 06:03:00,118342.92,118351.92,118320.0,118320.0,2.95821
2025-07-21 06:04:00,118320.0,118320.01,118300.0,118300.0,3.63807
2025-07-21 06:05:00,118300.0,118300.01,118290.24,118290.24,6.5329
2025-07-21 06:06:00,118290.24,118337.0,118290.24,118336.99,6.07114
2025-07-21 06:07:00,118336.99,118337.0,118320.0,118320.0,1.81364
2025-07-21 06:08:00,118320.0,118322.59,118300.06,118314.68,5.50002
2025-07-21 06:09:00,118314.67,118317.61,118300.12,118306.04,2.77827
2025-07-21 06:10:00,118306.05,118322.97,118306.04,118322.96,3.80535
2025-07-21 06:11:00,118322.96,118322.97,118290.25,118322.96,5.02926
2025-07-21 06:12:00,118322.96,118344.98,118322.96,118344.98,2.14882
2025-07-21 06:13:00,118344.97,118350.0,118308.33,118308.33,6.3327
2025-07-21 06:14:00,118308.33,118357.68,118307.93,118357.67,24.38926
2025-07-21 06:15:00,118357.68,118372.9,118357.67,118372.89,2.44709
2025-07-21 06:16:00,118372.89,118400.0,118372.89,118395.1,3.9049
2025-07-21 06:17:00,118395.09,118433.6,118395.09,118433.6,3.14657
2025-07-21 06:18:00,118433.6,118544.26,118433.59,118518.04,16.06561
2025-07-21 06:19:00,118518.05,118580.29,118518.04,118560.01,10.62454
2025-07-21 06:20:00,118560.01,118612.19,118560.01,118562.62,14.30466
2025-07-21 06:21:00,118562.62,118617.02,118561.97,118608.69,22.81988
2025-07-21 06:22:00,118608.68,118632.79,118577.43,118632.78,24.12346
2025-07-21 06:23:00,118632.79,118856.8,118632.78,118748.5,110.50381
2025-07-21 06:24:00,118748.5,118814.16,118715.14,118715.15,20.07991
2025-07-21 06:25:00,118715.15,118806.02,118715.15,118790.15,14.27661
2025-07-21 06:26:00,118790.15,118814.16,118768.33,118814.15,22.31263
2025-07-21 06:27:00,118814.15,118828.67,118789.67,118828.65,12.72796
2025-07-21 06:28:00,118828.65,118839.76,118818.2,118839.75,11.94577
2025-07-21 06:29:00,118839.76,118850.8,118839.75,118850.8,12.89236
2025-07-21 06:30:00,118850.8,119111.11,118850.79,118996.28,151.29637
2025-07-21 06:31:00,118996.29,119099.72,118953.15,119099.72,30.94886
2025-07-21 06:32:00,119099.72,119119.0,118963.37,119119.0,23.2285
2025-07-21 06:33:00,119118.99,119187.07,119000.0,119187.06,95.01728
